gammafrac;sigma;PW;VIPE;PE;mu0;Et;lambdabr;lambdasd;Bc;R0;a;b;c;ELi;Ealpha;En;etat;n;sigmav;
2.177506451016105e-116;297.15131148578917;0.9530447685006943;10.495395955657099;55.78061745920102;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;0.5;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;318.8609963431984;0.9530447685006943;11.97928109813586;55.78061745920102;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;0.5;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;210.31257205615213;0.9530447685006943;5.5020046825539515;60.071434186831866;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;0.5;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;232.0222569135614;0.9530447685006943;6.60903010630795;60.071434186831866;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;0.5;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;253.73194177097068;0.9530447685006943;7.810270459743141;60.071434186831866;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;0.5;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;275.44162662837994;0.9530447685006943;9.105725742859525;60.071434186831866;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;0.5;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;297.15131148578917;0.9530447685006943;10.495395955657099;60.071434186831866;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;0.5;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;318.8609963431984;0.9530447685006943;11.979281098135862;60.071434186831866;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;0.5;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;210.31257205615213;0.9530447685006943;5.502004682553951;64.36225091446272;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;0.5;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;232.0222569135614;0.9530447685006943;6.609030106307949;64.36225091446272;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;0.5;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;253.73194177097068;0.9530447685006943;7.8102704597431405;64.36225091446272;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;0.5;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;275.44162662837994;0.9530447685006943;9.105725742859523;64.36225091446272;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;0.5;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;297.15131148578917;0.9530447685006943;10.495395955657097;64.36225091446272;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;0.5;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;318.8609963431984;0.9530447685006943;11.979281098135859;64.36225091446272;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;0.5;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;305.2924433073176;2.287307444401667;1.5366408005321266;247.15104351153687;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.2000000000000002;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;327.0021281647269;2.287307444401667;1.800393533363587;247.15104351153687;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.2000000000000002;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;348.71181302213614;2.287307444401667;2.0805030248202545;247.15104351153687;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.2000000000000002;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;370.4214978795454;2.287307444401667;2.376969274902129;247.15104351153687;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.2000000000000002;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;392.1311827369547;2.287307444401667;2.689792283609209;247.15104351153687;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.2000000000000002;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;413.8408675943639;2.287307444401667;3.018972050941497;247.15104351153687;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.2000000000000002;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;305.2924433073176;2.287307444401667;1.5366408005321264;271.8661478626906;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.2000000000000002;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;327.0021281647269;2.287307444401667;1.8003935333635868;271.8661478626906;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.2000000000000002;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;348.71181302213614;2.287307444401667;2.080503024820254;271.8661478626906;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.2000000000000002;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;370.4214978795454;2.287307444401667;2.3769692749021285;271.8661478626906;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.2000000000000002;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;392.1311827369547;2.287307444401667;2.689792283609209;271.8661478626906;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.2000000000000002;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;413.8408675943639;2.287307444401667;3.018972050941497;271.8661478626906;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.2000000000000002;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;305.2924433073176;2.287307444401667;1.5366408005321266;296.58125221384427;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.2000000000000002;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;327.0021281647269;2.287307444401667;1.800393533363587;296.58125221384427;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.2000000000000002;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;348.71181302213614;2.287307444401667;2.080503024820254;296.58125221384427;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.2000000000000002;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;370.4214978795454;2.287307444401667;2.376969274902129;296.58125221384427;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.2000000000000002;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;392.1311827369547;2.287307444401667;2.689792283609209;296.58125221384427;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.2000000000000002;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;413.8408675943639;2.287307444401667;3.018972050941497;296.58125221384427;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.2000000000000002;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;305.2924433073176;2.287307444401667;1.5366408005321264;321.29635656499795;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.2000000000000002;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;327.0021281647269;2.287307444401667;1.8003935333635868;321.29635656499795;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.2000000000000002;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;348.71181302213614;2.287307444401667;2.0805030248202545;321.29635656499795;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.2000000000000002;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;370.4214978795454;2.287307444401667;2.3769692749021285;321.29635656499795;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.2000000000000002;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;392.1311827369547;2.287307444401667;2.689792283609209;321.29635656499795;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.2000000000000002;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;413.8408675943639;2.287307444401667;3.018972050941497;321.29635656499795;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.2000000000000002;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;305.2924433073176;2.287307444401667;1.5366408005321264;346.0114609161517;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.2000000000000002;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;327.0021281647269;2.287307444401667;1.8003935333635865;346.0114609161517;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.2000000000000002;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;348.71181302213614;2.287307444401667;2.080503024820254;346.0114609161517;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.2000000000000002;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;370.4214978795454;2.287307444401667;2.3769692749021285;346.0114609161517;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.2000000000000002;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;392.1311827369547;2.287307444401667;2.6897922836092087;346.0114609161517;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.2000000000000002;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;413.8408675943639;2.287307444401667;3.0189720509414966;346.0114609161517;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.2000000000000002;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;305.2924433073176;2.287307444401667;1.5366408005321264;370.7265652673054;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.2000000000000002;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;327.0021281647269;2.287307444401667;1.8003935333635868;370.7265652673054;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.2000000000000002;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;348.71181302213614;2.287307444401667;2.080503024820254;370.7265652673054;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.2000000000000002;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;370.4214978795454;2.287307444401667;2.3769692749021285;370.7265652673054;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.2000000000000002;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;392.1311827369547;2.287307444401667;2.689792283609209;370.7265652673054;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.2000000000000002;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;413.8408675943639;2.287307444401667;3.018972050941497;370.7265652673054;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.2000000000000002;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;400.2723145584831;3.6215701203026387;0.8448820872282653;619.5939354698946;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.9000000000000001;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;421.9819994158924;3.6215701203026387;0.9786359693933915;619.5939354698946;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.9000000000000001;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;443.69168427330163;3.6215701203026387;1.118914431176329;619.5939354698946;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.9000000000000001;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;465.4013691307109;3.6215701203026387;1.2657174725770777;619.5939354698946;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.9000000000000001;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;487.1110539881202;3.6215701203026387;1.4190450935956367;619.5939354698946;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.9000000000000001;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;508.82073884552943;3.6215701203026387;1.5788972942320068;619.5939354698946;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;1.9000000000000001;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;400.2723145584831;3.6215701203026387;0.8448820872282656;681.5533290168838;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.9000000000000001;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;421.9819994158924;3.6215701203026387;0.9786359693933918;681.5533290168838;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.9000000000000001;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;443.69168427330163;3.6215701203026387;1.1189144311763295;681.5533290168838;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.9000000000000001;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;465.4013691307109;3.6215701203026387;1.2657174725770781;681.5533290168838;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.9000000000000001;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;487.1110539881202;3.6215701203026387;1.4190450935956371;681.5533290168838;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.9000000000000001;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;508.82073884552943;3.6215701203026387;1.5788972942320072;681.5533290168838;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.4;1.9000000000000001;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;400.2723145584831;3.6215701203026387;0.8448820872282655;743.5127225638734;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.9000000000000001;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;421.9819994158924;3.6215701203026387;0.9786359693933918;743.5127225638734;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.9000000000000001;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;443.69168427330163;3.6215701203026387;1.1189144311763293;743.5127225638734;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.9000000000000001;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;465.4013691307109;3.6215701203026387;1.265717472577078;743.5127225638734;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.9000000000000001;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;487.1110539881202;3.6215701203026387;1.4190450935956371;743.5127225638734;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.9000000000000001;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;508.82073884552943;3.6215701203026387;1.5788972942320072;743.5127225638734;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.8;1.9000000000000001;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;400.2723145584831;3.6215701203026387;0.8448820872282654;805.4721161108629;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.9000000000000001;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;421.9819994158924;3.6215701203026387;0.9786359693933917;805.4721161108629;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.9000000000000001;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;443.69168427330163;3.6215701203026387;1.1189144311763293;805.4721161108629;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.9000000000000001;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;465.4013691307109;3.6215701203026387;1.2657174725770777;805.4721161108629;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.9000000000000001;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;487.1110539881202;3.6215701203026387;1.4190450935956371;805.4721161108629;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.9000000000000001;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;508.82073884552943;3.6215701203026387;1.578897294232007;805.4721161108629;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.2;1.9000000000000001;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;400.2723145584831;3.6215701203026387;0.8448820872282653;867.4315096578524;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.9000000000000001;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;421.9819994158924;3.6215701203026387;0.9786359693933916;867.4315096578524;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.9000000000000001;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;443.69168427330163;3.6215701203026387;1.118914431176329;867.4315096578524;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.9000000000000001;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;465.4013691307109;3.6215701203026387;1.2657174725770775;867.4315096578524;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.9000000000000001;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;487.1110539881202;3.6215701203026387;1.4190450935956367;867.4315096578524;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.9000000000000001;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;508.82073884552943;3.6215701203026387;1.578897294232007;867.4315096578524;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;5.6;1.9000000000000001;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;400.2723145584831;3.6215701203026387;0.8448820872282656;929.3909032048416;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.9000000000000001;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;421.9819994158924;3.6215701203026387;0.9786359693933919;929.3909032048416;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.9000000000000001;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;443.69168427330163;3.6215701203026387;1.1189144311763295;929.3909032048416;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.9000000000000001;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;465.4013691307109;3.6215701203026387;1.265717472577078;929.3909032048416;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.9000000000000001;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
2.177506451016105e-116;487.1110539881202;3.6215701203026387;1.4190450935956374;929.3909032048416;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.9000000000000001;1.4400000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.0;508.82073884552943;3.6215701203026387;1.5788972942320074;929.3909032048416;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;6.0;1.9000000000000001;1.6;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.45303952610684844;495.2521858096486;4.9558327962036115;0.5750422954174277;1160.2368431513817;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;2.6000000000000005;0.8;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
0.033681412942076515;516.961870667058;4.9558327962036115;0.661713759020225;1160.2368431513817;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;2.6000000000000005;0.9600000000000001;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
4.93736622731787e-07;538.6715555244672;4.9558327962036115;0.7518695025668535;1160.2368431513817;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;2.6000000000000005;1.12;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
9.821190764790864e-28;560.3812403818765;4.9558327962036115;0.8455095260573128;1160.2368431513817;1.24552706212e-06;2.5e-08;0.0031;0.055;13.0;4.0;2.6000000000000005;1.2800000000000002;0.5;2.5;3.5;14.1;0.4;1.5e+20;3e-22;
